Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
0458 (5).jpg,real,122.48,43.58,0.2578,102.26,1661.55,11.99,REAL
0458 (6).jpg,real,115.93,42.81,0.1875,96.45,884.18,8.98,REAL
0458 (7).jpg,real,58.98,52.23,0.3262,157.29,3427.66,15.98,MAYBE_AI
0458 (8).jpg,real,98.00,19.14,0.2207,69.27,806.73,8.46,REAL
0458 (9).jpg,real,109.84,60.53,0.2217,115.39,1559.98,11.45,REAL
0458.jpg,real,118.47,36.10,0.2119,83.89,1655.66,11.47,REAL
0459 (10).jpg,real,127.29,55.58,0.2520,173.92,5225.81,20.59,REAL
0459 (2).jpg,real,109.44,59.61,0.3350,216.53,5756.83,22.35,MAYBE_AI
0459 (3).jpg,real,95.90,50.66,0.3496,160.97,3282.24,17.68,MAYBE_AI
0459 (4).jpg,real,112.94,63.74,0.2334,126.70,1658.24,12.50,REAL
0459 (5).jpg,real,120.59,26.47,0.3652,95.13,1276.85,10.03,REAL
0459 (6).jpg,real,147.12,61.46,0.2471,207.49,3653.02,18.64,REAL
0459 (7).jpg,real,114.20,46.88,0.3086,152.55,3245.84,15.69,MAYBE_AI
0459 (8).jpg,real,92.68,43.95,0.2783,112.66,1286.09,10.61,REAL
0459 (9).jpg,real,105.24,47.43,0.2236,109.17,1273.26,11.12,REAL
0459.jpg,real,139.97,48.91,0.1240,108.35,3095.61,15.85,REAL
0460 (10).jpg,real,128.79,72.33,0.2295,141.97,2335.04,14.13,REAL
0460 (2).jpg,real,110.44,50.65,0.2578,159.07,3457.38,16.86,REAL
0460 (3).jpg,real,212.97,77.28,0.0967,129.78,2795.30,16.55,REAL
0460 (4).jpg,real,176.66,59.44,0.1982,125.04,1557.35,12.44,REAL
0460 (5).jpg,real,101.82,46.08,0.3311,109.32,1781.97,11.94,REAL
0460 (6).jpg,real,141.20,50.10,0.2246,132.63,1257.86,11.35,REAL
0460 (7).jpg,real,113.44,51.85,0.3164,137.76,2120.32,13.04,MAYBE_AI
0460 (8).jpg,real,106.68,49.98,0.2754,122.43,1015.86,9.90,REAL
0460 (9).jpg,real,109.33,66.02,0.3047,187.50,3715.35,17.93,MAYBE_AI
0460.jpg,real,162.06,30.75,0.1211,74.31,828.80,8.71,REAL
0461 (10).jpg,real,112.12,71.68,0.2510,115.38,1259.71,10.77,REAL
0461 (2).jpg,real,155.39,77.71,0.2998,225.68,7353.79,24.60,REAL
0461 (3).jpg,real,143.22,24.66,0.2783,82.51,682.81,7.48,REAL
0461 (4).jpg,real,153.62,46.88,0.1787,128.67,1501.95,12.19,REAL
0461 (5).jpg,real,126.72,47.86,0.3506,173.35,4289.23,18.17,MAYBE_AI
0461 (6).jpg,real,123.63,37.22,0.3076,137.75,1762.57,12.90,REAL
0461 (7).jpg,real,105.19,41.91,0.3574,150.71,3335.80,15.30,MAYBE_AI
0461 (8).jpg,real,135.11,45.32,0.2637,137.04,1959.14,13.02,REAL
0461 (9).jpg,real,170.26,61.98,0.3281,194.61,4356.28,20.06,MAYBE_AI
0461.jpg,real,123.70,74.88,0.1924,114.35,1889.92,12.68,REAL
0462 (10).jpg,real,97.23,72.76,0.2715,124.32,1593.16,12.02,REAL
0462 (2).jpg,real,115.84,39.75,0.2812,118.50,1632.56,11.53,REAL
0462 (3).jpg,real,83.83,92.62,0.2080,197.68,8135.90,26.96,MAYBE_AI
0462 (4).jpg,real,171.32,37.35,0.2686,106.12,1508.85,11.43,REAL
0462 (5).jpg,real,114.73,61.69,0.2520,173.79,2748.23,15.71,REAL
0462 (6).jpg,real,153.06,44.50,0.3145,136.24,2421.35,15.22,MAYBE_AI
0462 (7).jpg,real,78.65,29.54,0.3428,113.92,1389.82,10.74,REAL
0462 (8).jpg,real,137.62,45.27,0.3086,154.58,2533.74,14.78,MAYBE_AI
0462 (9).jpg,real,131.69,61.18,0.2432,126.47,920.75,10.09,REAL
0462.jpg,real,206.52,49.38,0.1328,94.34,1659.41,12.16,REAL
0463 (10).jpg,real,27.79,28.15,0.1338,64.61,847.86,8.49,REAL
0463 (2).jpg,real,110.57,54.51,0.2900,134.81,1224.61,10.76,REAL
0463 (3).jpg,real,51.11,36.96,0.1836,87.41,697.66,7.89,REAL
0463 (4).jpg,real,139.50,72.51,0.2666,199.47,4308.57,19.73,REAL
0463 (5).jpg,real,89.01,42.66,0.3145,125.27,1729.29,13.00,REAL
0463 (6).jpg,real,130.16,61.94,0.3145,149.23,2278.51,13.72,MAYBE_AI
0463 (7).jpg,real,119.00,44.50,0.3672,183.75,6454.60,20.92,MAYBE_AI
0463 (8).jpg,real,165.77,52.61,0.2500,149.71,2352.70,14.25,REAL
0463 (9).jpg,real,106.71,63.46,0.2314,144.19,3734.92,17.49,REAL
0463.jpg,real,107.01,54.10,0.2490,131.90,2264.38,13.44,REAL
0464 (10).jpg,real,112.65,40.54,0.1924,108.69,1618.18,12.42,REAL
0464 (2).jpg,real,102.30,45.35,0.2939,146.62,2684.12,15.41,REAL
0464 (3).jpg,real,112.49,44.08,0.2441,97.36,1067.22,9.57,REAL
0464 (4).jpg,real,87.52,45.17,0.3779,178.28,5355.55,20.64,MAYBE_AI
0464 (5).jpg,real,110.62,36.15,0.2803,94.32,802.54,8.63,REAL
0464 (6).jpg,real,144.01,49.33,0.3223,114.91,1535.45,11.32,REAL
0464 (7).jpg,real,114.42,34.19,0.2188,109.68,2315.03,14.26,REAL
0464 (8).jpg,real,112.14,61.87,0.2686,153.40,1516.86,12.19,REAL
0464 (9).jpg,real,112.68,64.74,0.1758,156.59,2437.01,15.53,REAL
0464.jpg,real,97.98,62.86,0.3369,224.50,5214.84,21.67,MAYBE_AI
0465 (10).jpg,real,92.50,43.55,0.2656,124.18,2214.45,14.43,REAL
0465 (2).jpg,real,108.89,48.29,0.2568,101.62,1574.70,11.54,REAL
0465 (3).jpg,real,226.32,48.82,0.1211,102.83,2254.02,14.03,REAL
0465 (4).jpg,real,89.55,34.52,0.2812,106.67,1282.09,11.62,REAL
0465 (5).jpg,real,104.99,21.07,0.2734,78.40,938.60,8.63,REAL
0465 (6).jpg,real,180.03,46.86,0.2266,112.92,1180.65,10.70,REAL
0465 (7).jpg,real,82.27,24.28,0.2725,89.17,746.84,8.22,REAL
0465 (8).jpg,real,134.69,60.95,0.3564,230.45,5608.26,21.96,MAYBE_AI
0465 (9).jpg,real,140.57,48.06,0.2412,117.58,2023.38,13.29,REAL
0465.jpg,real,156.99,53.08,0.1699,123.53,2744.65,14.32,REAL
0466 (10).jpg,real,171.20,81.95,0.2715,181.39,4912.60,19.71,REAL
0466 (2).jpg,real,147.61,56.61,0.2988,154.01,2468.71,14.80,REAL
0466 (3).jpg,real,61.00,35.56,0.2783,94.07,1658.56,11.29,REAL
0466 (4).jpg,real,118.87,48.64,0.2207,114.48,2528.23,13.85,REAL
0466 (5).jpg,real,96.96,50.86,0.3516,135.62,2845.44,14.55,MAYBE_AI
0466 (6).jpg,real,113.69,61.74,0.2588,124.70,1368.08,11.10,REAL
0466 (7).jpg,real,147.81,38.90,0.3301,123.33,2340.33,13.08,MAYBE_AI
0466 (8).jpg,real,200.03,64.66,0.2070,166.88,3881.77,18.08,REAL
0466 (9).jpg,real,133.89,27.31,0.1523,82.93,1187.50,10.25,REAL
0466.jpg,real,192.99,66.30,0.2471,227.80,7042.09,24.23,REAL
0467 (10).jpg,real,122.96,35.55,0.2910,114.84,1896.64,12.53,REAL
0467 (2).jpg,real,140.06,55.35,0.2266,145.90,3147.75,16.43,REAL
0467 (3).jpg,real,77.09,43.65,0.3232,141.37,4674.24,17.98,MAYBE_AI
0467 (4).jpg,real,120.96,47.10,0.2773,135.34,4002.17,17.47,REAL
0467 (5).jpg,real,86.88,32.91,0.2373,83.57,651.26,7.58,REAL
0467 (6).jpg,real,130.22,60.24,0.3037,153.07,1713.89,12.74,REAL
0467 (7).jpg,real,114.82,29.85,0.3418,102.57,1731.48,11.70,REAL
0467 (8).jpg,real,105.65,82.15,0.2051,182.94,3863.13,18.99,REAL
0467 (9).jpg,real,180.08,60.10,0.1543,118.69,3104.72,15.71,REAL
0467.jpg,real,171.88,69.37,0.2334,139.03,2787.03,15.99,REAL
0468 (10).jpg,real,76.67,42.52,0.2881,151.69,3406.09,16.81,REAL
0468 (2).jpg,real,109.94,57.93,0.3301,184.60,4216.60,19.27,MAYBE_AI
0468 (3).jpg,real,182.04,61.20,0.1807,131.69,2644.56,14.98,REAL
0468 (4).jpg,real,150.09,53.25,0.3330,164.47,3047.86,15.78,MAYBE_AI
0468 (5).jpg,real,101.42,54.07,0.2031,105.15,932.77,9.36,REAL
0468 (6).jpg,real,95.94,51.61,0.3203,163.37,2745.58,15.66,MAYBE_AI
0468 (7).jpg,real,205.58,68.74,0.1416,109.83,1462.02,11.50,REAL
0468 (8).jpg,real,116.61,53.58,0.2412,151.42,2556.59,14.95,REAL
0468 (9).jpg,real,127.86,67.15,0.2666,130.74,1466.93,11.77,REAL
0468.jpg,real,120.00,34.38,0.2656,105.22,1036.34,9.95,REAL
0469 (10).jpg,real,120.86,51.17,0.3652,165.21,5000.96,20.68,MAYBE_AI
0469 (2).jpg,real,152.06,48.04,0.3203,184.40,2639.50,16.39,MAYBE_AI
0469 (3).jpg,real,61.60,54.12,0.2246,117.04,1198.39,10.83,REAL
0469 (4).jpg,real,145.23,57.08,0.1826,81.51,1282.78,10.08,REAL
0469 (5).jpg,real,92.97,38.74,0.1074,94.90,932.20,9.60,REAL
0469 (6).jpg,real,107.80,47.44,0.1045,90.43,855.95,9.50,REAL
0469 (7).jpg,real,109.25,39.25,0.3740,150.22,7452.90,20.39,MAYBE_AI
0469 (8).jpg,real,159.15,49.13,0.3213,144.02,2547.72,13.77,MAYBE_AI
0469 (9).jpg,real,149.60,46.47,0.1992,94.09,1706.55,11.55,REAL
0469.jpg,real,95.99,41.20,0.2305,134.61,2832.27,15.35,REAL
0470 (10).jpg,real,114.53,56.27,0.2432,156.69,3397.82,17.18,REAL
0470 (2).jpg,real,117.07,37.86,0.2373,115.89,1228.88,11.12,REAL
0470 (3).jpg,real,140.76,56.05,0.2070,133.15,964.91,9.94,REAL
0470 (4).jpg,real,130.64,77.62,0.2705,201.39,3494.58,18.18,REAL
0470 (5).jpg,real,89.19,69.81,0.2812,184.93,2908.90,16.85,REAL
0470 (6).jpg,real,108.88,51.58,0.3076,125.44,1187.19,10.52,REAL
0470 (7).jpg,real,198.07,51.39,0.2939,145.32,2944.81,15.09,REAL
0470 (8).jpg,real,105.31,52.39,0.3047,124.80,3383.51,16.98,MAYBE_AI
0470 (9).jpg,real,223.07,49.67,0.1602,119.12,2520.42,14.97,REAL
0470.jpg,real,136.86,83.27,0.3066,134.65,2482.30,13.97,MAYBE_AI
0471 (10).jpg,real,133.45,52.48,0.2744,163.97,3172.25,17.22,REAL
0471 (2).jpg,real,89.38,60.73,0.3115,165.69,2733.39,15.42,MAYBE_AI
0471 (3).jpg,real,180.70,79.71,0.2275,173.89,6080.82,21.24,REAL
0471 (4).jpg,real,111.63,55.55,0.2852,169.69,2437.99,14.93,REAL
0471 (5).jpg,real,108.48,32.54,0.2568,77.48,554.45,6.83,REAL
0471 (6).jpg,real,152.47,36.24,0.2363,85.53,518.60,7.03,REAL
0471 (7).jpg,real,83.83,46.74,0.3555,141.78,2366.74,14.24,MAYBE_AI
0471 (8).jpg,real,139.24,93.88,0.1924,146.03,2992.28,15.73,REAL
0471 (9).jpg,real,100.78,37.03,0.1211,70.27,656.76,7.67,REAL
0471.jpg,real,148.79,55.33,0.1748,102.59,1976.40,11.83,REAL
0472 (10).jpg,real,126.18,55.32,0.2119,121.35,1120.87,10.58,REAL
0472 (2).jpg,real,164.07,84.12,0.2227,185.89,4426.43,19.61,REAL
0472 (3).jpg,real,153.74,22.88,0.1553,70.30,598.25,7.37,REAL
0472 (4).jpg,real,105.56,42.52,0.2422,114.97,1283.23,10.57,REAL
0472 (5).jpg,real,107.06,49.69,0.3271,172.94,9220.31,27.46,AI
0472 (6).jpg,real,106.32,46.57,0.2900,133.09,2294.38,13.47,REAL
0472 (7).jpg,real,160.02,63.49,0.3350,257.45,8738.31,27.39,AI
0472 (8).jpg,real,133.51,54.37,0.3037,156.18,3205.24,16.32,MAYBE_AI
0472 (9).jpg,real,100.31,55.60,0.2676,143.16,2641.15,14.63,REAL
0472.jpg,real,160.45,68.53,0.2061,128.49,2179.94,14.17,REAL
0473 (10).jpg,real,169.50,77.72,0.2627,204.88,5127.46,21.35,REAL
0473 (2).jpg,real,96.89,38.20,0.2754,138.79,2154.77,14.19,REAL
0473 (3).jpg,real,143.45,27.48,0.3730,123.78,4351.99,16.72,MAYBE_AI
0473 (4).jpg,real,44.05,32.50,0.1924,84.53,1095.17,9.27,REAL
0473 (5).jpg,real,83.12,34.27,0.2432,104.49,1457.71,11.22,REAL
0473 (6).jpg,real,122.30,55.73,0.2803,154.92,1748.41,12.81,REAL
0473 (7).jpg,real,54.12,37.37,0.2061,100.43,807.14,8.80,REAL
0473 (8).jpg,real,100.12,31.24,0.1992,95.60,1433.53,11.28,REAL
0473 (9).jpg,real,135.88,26.47,0.2295,90.16,2007.31,11.89,REAL
0473.jpg,real,101.07,54.55,0.1592,139.28,2303.17,14.97,REAL
0474 (10).jpg,real,82.50,47.09,0.3193,150.75,2695.07,15.17,MAYBE_AI
0474 (2).jpg,real,88.52,56.87,0.3340,150.95,2933.00,15.91,MAYBE_AI
0474 (3).jpg,real,130.68,21.95,0.2412,78.27,1165.18,9.06,REAL
0474 (4).jpg,real,122.62,55.72,0.2822,177.13,3955.39,18.57,REAL
0474 (5).jpg,real,110.20,26.43,0.3008,92.13,1407.80,10.41,REAL
0474 (6).jpg,real,116.12,63.53,0.1865,154.66,2327.77,14.50,REAL
0474 (7).jpg,real,124.91,60.22,0.3018,156.28,3056.98,15.51,MAYBE_AI
0474 (8).jpg,real,110.94,40.29,0.2900,130.93,2431.05,14.60,REAL
0474 (9).jpg,real,111.78,52.06,0.2412,141.66,1713.64,13.12,REAL
0474.jpg,real,142.20,44.63,0.1816,118.48,2740.91,13.99,REAL
0475 (10).jpg,real,121.83,54.99,0.3262,177.05,4733.43,19.24,MAYBE_AI
0475 (2).jpg,real,181.03,46.27,0.1973,139.90,2280.37,15.61,REAL
0475 (3).jpg,real,106.75,31.59,0.3721,119.65,2630.49,13.81,MAYBE_AI
0475 (4).jpg,real,96.52,58.72,0.2861,158.31,2692.61,14.10,REAL
0475 (5).jpg,real,106.69,24.42,0.3457,88.95,980.72,9.42,REAL
0475 (6).jpg,real,106.85,56.84,0.2783,157.21,2630.70,14.89,REAL
0475 (7).jpg,real,146.00,25.11,0.2852,81.02,906.00,8.41,REAL
0475 (8).jpg,real,118.96,42.24,0.3184,143.92,3086.21,15.71,MAYBE_AI
0475 (9).jpg,real,138.06,88.56,0.2168,134.51,2329.00,14.47,REAL
0475.jpg,real,196.47,67.23,0.2285,193.04,7096.58,23.01,REAL
0476 (10).jpg,real,124.96,69.53,0.3174,221.63,7638.41,25.64,AI
0476 (2).jpg,real,105.18,45.00,0.3311,158.16,3196.06,16.15,MAYBE_AI
0476 (3).jpg,real,76.00,27.18,0.1270,68.23,1211.60,9.42,REAL
0476 (4).jpg,real,73.01,31.94,0.3193,96.22,1176.82,9.55,REAL
0476 (5).jpg,real,96.18,23.04,0.3086,90.48,1287.19,10.57,REAL
0476 (6).jpg,real,154.05,89.34,0.2061,183.05,3581.65,17.67,REAL
0476 (7).jpg,real,83.77,58.42,0.2949,165.12,4491.98,18.02,REAL
0476 (8).jpg,real,131.57,54.69,0.3311,193.80,5086.53,20.88,MAYBE_AI
0476 (9).jpg,real,145.68,40.60,0.2197,79.60,1236.47,10.90,REAL
0476.jpg,real,127.57,26.36,0.1113,71.50,967.46,9.39,REAL
0477 (10).jpg,real,102.09,70.61,0.3281,229.51,5212.41,21.63,MAYBE_AI
0477 (2).jpg,real,123.93,56.77,0.2695,131.25,2084.74,13.08,REAL
0477 (3).jpg,real,230.85,27.41,0.0312,50.35,1095.78,10.68,REAL
0477 (4).jpg,real,85.28,57.95,0.2529,134.30,2033.59,13.81,REAL
0477 (5).jpg,real,78.25,29.30,0.2959,93.97,1777.10,11.55,REAL
0477 (6).jpg,real,159.92,59.35,0.2646,162.52,3597.04,17.18,REAL
0477 (7).jpg,real,116.12,20.77,0.2363,84.48,1451.43,10.14,REAL
0477 (8).jpg,real,147.82,55.47,0.3496,209.13,5904.21,21.69,MAYBE_AI
0477 (9).jpg,real,95.77,60.70,0.2900,197.51,4040.04,18.93,REAL
0477.jpg,real,120.45,43.38,0.2822,118.07,1294.89,11.37,REAL
0478 (10).jpg,real,170.30,63.56,0.2852,171.44,3391.61,17.82,REAL
0478 (2).jpg,real,130.37,80.20,0.2744,176.83,5112.42,19.64,REAL
0478 (3).jpg,real,146.56,60.53,0.2314,120.18,1583.25,12.07,REAL
0478 (4).jpg,real,112.64,43.58,0.3057,126.48,1782.71,12.35,REAL
0478 (5).jpg,real,106.27,48.20,0.2900,144.77,2232.24,14.61,REAL
0478 (6).jpg,real,179.33,47.40,0.1621,108.53,1494.70,12.27,REAL
0478 (7).jpg,real,101.81,36.92,0.3809,137.03,3802.87,16.47,MAYBE_AI
0478 (8).jpg,real,100.07,39.75,0.2021,121.93,2232.48,13.57,REAL
0478 (9).jpg,real,130.30,31.75,0.0713,59.53,355.84,6.43,REAL
0478.jpg,real,169.24,36.03,0.2656,128.38,2076.57,13.74,REAL
0479 (10).jpg,real,119.00,59.75,0.2891,155.85,2103.07,13.99,REAL
0479 (2).jpg,real,106.07,63.14,0.3086,201.63,7268.30,24.70,MAYBE_AI
0479 (3).jpg,real,86.71,52.90,0.1992,136.39,989.51,10.29,REAL
0479 (4).jpg,real,167.87,35.08,0.2080,92.43,2511.08,13.06,REAL
0479 (5).jpg,real,172.24,42.30,0.3301,126.91,2504.49,13.93,MAYBE_AI
0479 (6).jpg,real,172.19,55.81,0.2549,152.49,2867.66,14.88,REAL
0479 (7).jpg,real,64.21,35.39,0.2422,90.20,1199.71,9.64,REAL
0479 (8).jpg,real,113.58,40.34,0.3164,133.14,1964.47,12.73,REAL
0479 (9).jpg,real,174.99,64.89,0.2021,123.25,2459.67,14.97,REAL
0479.jpg,real,186.73,52.91,0.2295,148.82,3432.14,17.68,REAL
0480 (10).jpg,real,135.49,78.67,0.2705,132.58,1833.76,12.69,REAL
0480 (2).jpg,real,167.55,71.69,0.2188,160.46,3140.74,16.52,REAL
0480 (3).jpg,real,170.72,48.81,0.2129,98.24,1446.65,10.87,REAL
0480 (4).jpg,real,86.21,42.99,0.2812,136.66,1896.46,12.74,REAL
0480 (5).jpg,real,112.88,43.94,0.3496,128.81,1654.83,12.14,REAL
0480 (6).jpg,real,131.68,58.93,0.2314,153.84,2927.36,15.63,REAL
0480 (7).jpg,real,146.75,32.14,0.3389,125.24,3157.81,15.17,MAYBE_AI
0480 (8).jpg,real,81.83,56.37,0.1348,85.65,573.81,7.40,REAL
0480 (9).jpg,real,50.37,44.86,0.1572,114.06,2036.71,13.25,REAL
0480.jpg,real,166.65,53.94,0.2441,150.36,2700.37,15.44,REAL
0481 (10).jpg,real,146.74,73.58,0.2666,183.85,3559.53,18.06,REAL
0481 (2).jpg,real,96.13,62.05,0.3213,220.53,7507.75,24.11,MAYBE_AI
0481 (3).jpg,real,75.89,35.58,0.3135,140.86,2590.39,14.31,MAYBE_AI
0481 (4).jpg,real,210.85,55.93,0.1543,102.11,1636.87,11.78,REAL
0481 (5).jpg,real,123.75,28.79,0.3691,111.55,2057.09,12.23,MAYBE_AI
0481 (6).jpg,real,130.31,49.10,0.2744,140.69,2125.89,13.62,REAL
0481 (7).jpg,real,125.10,49.15,0.3232,172.38,3897.83,18.26,MAYBE_AI
0481 (8).jpg,real,154.36,46.77,0.2090,155.53,5286.16,20.52,REAL
0481 (9).jpg,real,110.94,30.78,0.1992,67.61,596.59,7.50,REAL
0481.jpg,real,140.39,13.79,0.0684,33.71,331.05,5.18,REAL
0482 (10).jpg,real,100.38,79.44,0.2900,167.20,2969.04,16.43,REAL
0482 (2).jpg,real,154.47,45.54,0.2422,158.57,3291.17,16.81,REAL
0482 (3).jpg,real,117.88,34.06,0.2100,89.01,926.93,9.11,REAL
0482 (4).jpg,real,66.07,53.76,0.1924,120.79,2118.67,12.85,REAL
0482 (5).jpg,real,150.95,14.86,0.1416,45.86,290.81,4.94,REAL
0482 (6).jpg,real,130.34,68.48,0.1826,134.37,1572.14,12.32,REAL
0482 (7).jpg,real,117.35,57.92,0.2412,162.39,5441.75,24.20,REAL
0482 (8).jpg,real,97.07,65.45,0.1797,124.57,2003.87,13.28,REAL
0482 (9).jpg,real,96.56,53.48,0.2246,133.58,2922.58,16.01,REAL
0482.jpg,real,171.76,69.61,0.2246,178.38,3512.35,18.37,REAL
0483 (10).jpg,real,127.72,60.44,0.2627,110.77,1381.81,11.12,REAL
0483 (2).jpg,real,156.26,56.47,0.2881,148.01,2496.26,14.68,REAL
0483 (3).jpg,real,124.62,47.59,0.3447,163.62,2814.06,15.98,MAYBE_AI
0483 (4).jpg,real,150.13,77.49,0.2764,152.87,3309.39,16.26,REAL
0483 (5).jpg,real,115.68,29.24,0.3574,110.38,2003.24,12.71,MAYBE_AI
0483 (6).jpg,real,100.56,29.60,0.2324,84.57,701.62,7.94,REAL
0483 (7).jpg,real,110.43,57.21,0.2920,139.32,1768.23,12.07,REAL
0483 (8).jpg,real,123.10,55.71,0.2812,161.73,3739.04,17.79,REAL
0483 (9).jpg,real,130.57,58.56,0.2539,137.44,2554.20,14.51,REAL
0483.jpg,real,134.25,40.30,0.3096,137.59,2914.38,15.09,MAYBE_AI
0484 (10).jpg,real,87.89,31.00,0.3164,96.20,965.69,9.32,REAL
0484 (2).jpg,real,101.09,48.81,0.2520,144.23,1486.06,12.05,REAL
0484 (3).jpg,real,134.61,40.51,0.1523,90.38,2259.68,12.25,REAL
0484 (4).jpg,real,113.89,52.50,0.2168,110.22,1326.45,11.28,REAL
0484 (5).jpg,real,136.07,35.22,0.2783,96.99,1214.49,10.11,REAL
0484 (6).jpg,real,142.19,68.47,0.2598,154.26,1663.00,12.53,REAL
0484 (7).jpg,real,72.75,22.43,0.1240,56.39,550.06,6.64,REAL
0484 (8).jpg,real,112.09,55.29,0.3271,215.45,5079.37,21.29,MAYBE_AI
0484 (9).jpg,real,102.29,43.15,0.2314,108.19,2320.48,13.11,REAL
0484.jpg,real,164.07,46.44,0.0635,72.37,1068.36,9.73,REAL
0485 (10).jpg,real,114.02,60.67,0.3076,177.29,3306.87,17.26,MAYBE_AI
0485 (2).jpg,real,128.19,63.03,0.3730,210.07,5591.67,21.53,MAYBE_AI
0485 (3).jpg,real,115.57,41.93,0.2754,131.18,2708.82,14.85,REAL
0485 (4).jpg,real,105.57,66.61,0.3115,162.34,2104.92,13.93,MAYBE_AI
0485 (5).jpg,real,104.31,41.20,0.2842,133.83,2294.40,14.11,REAL
0485 (6).jpg,real,117.18,51.81,0.2783,123.96,1179.00,10.47,REAL
0485 (7).jpg,real,57.19,32.57,0.3389,118.21,1674.83,11.60,REAL
0485 (8).jpg,real,75.14,56.60,0.3086,183.76,4183.05,18.91,MAYBE_AI
0485 (9).jpg,real,129.86,35.63,0.1963,76.30,602.25,7.58,REAL
0485.jpg,real,127.50,50.92,0.1475,90.74,1529.11,11.46,REAL
0486 (10).jpg,real,146.21,76.35,0.2646,229.82,4567.48,21.58,REAL
0486 (2).jpg,real,146.02,50.31,0.2852,145.05,2429.41,14.37,REAL
0486 (3).jpg,real,141.01,46.59,0.2109,141.93,1908.39,13.58,REAL
0486 (4).jpg,real,75.25,71.44,0.2012,136.81,1573.37,12.34,REAL
0486 (5).jpg,real,94.92,49.95,0.2129,86.99,696.77,7.68,REAL
0486 (6).jpg,real,113.38,45.17,0.3350,147.41,3181.29,15.98,MAYBE_AI
0486 (7).jpg,real,133.80,28.60,0.3896,124.34,3715.05,15.53,MAYBE_AI
0486 (8).jpg,real,96.26,37.70,0.2139,109.53,1123.01,10.10,REAL
0486 (9).jpg,real,126.12,42.79,0.2861,103.37,1009.62,9.58,REAL
0486.jpg,real,226.55,45.27,0.1455,114.73,3161.80,15.34,REAL
0487 (10).jpg,real,109.76,46.22,0.3271,140.94,2404.79,14.22,MAYBE_AI
0487 (2).jpg,real,85.28,44.63,0.3652,170.24,4090.30,18.05,MAYBE_AI
0487 (3).jpg,real,110.31,12.90,0.1533,46.38,486.07,6.30,REAL
0487 (4).jpg,real,150.32,60.22,0.1953,109.20,1440.76,11.29,REAL
0487 (5).jpg,real,110.45,48.22,0.3438,165.27,3045.82,15.60,MAYBE_AI
0487 (6).jpg,real,88.46,61.78,0.2461,149.16,2064.81,13.61,REAL
0487 (7).jpg,real,46.82,46.56,0.1465,109.25,1984.19,12.72,REAL
0487 (8).jpg,real,138.36,37.10,0.3408,141.06,3578.30,16.05,MAYBE_AI
0487 (9).jpg,real,126.31,56.49,0.2744,145.28,2591.37,15.22,REAL
0487.jpg,real,129.51,26.63,0.0889,51.84,824.20,8.30,REAL
0488 (10).jpg,real,173.95,63.53,0.3066,218.43,5362.58,21.63,MAYBE_AI
0488 (2).jpg,real,124.45,55.30,0.2764,166.15,2651.61,15.05,REAL
0488 (3).jpg,real,128.18,24.60,0.2021,77.71,1304.13,9.80,REAL
0488 (4).jpg,real,138.99,67.99,0.3232,124.90,1479.76,11.42,REAL
0488 (5).jpg,real,131.56,23.06,0.1055,63.05,940.86,8.82,REAL
0488 (6).jpg,real,106.25,47.59,0.2207,126.45,1022.42,10.09,REAL
0488 (7).jpg,real,116.12,31.84,0.3154,108.95,1360.28,10.57,REAL
0488 (8).jpg,real,122.01,53.22,0.2773,154.52,4457.36,17.95,REAL
0488 (9).jpg,real,121.98,53.01,0.1963,106.18,1203.66,10.57,REAL
0488.jpg,real,177.49,46.29,0.2354,122.65,2274.95,13.64,REAL
0489 (10).jpg,real,159.61,58.27,0.2891,181.01,3063.37,17.35,REAL
0489 (2).jpg,real,101.68,63.56,0.2891,175.44,3509.66,17.84,REAL
0489 (3).jpg,real,100.93,25.62,0.3145,97.17,1639.55,11.42,REAL
0489 (4).jpg,real,141.34,58.04,0.2607,169.98,4906.36,18.26,REAL
0489 (5).jpg,real,89.44,52.31,0.3506,181.49,4737.17,19.13,MAYBE_AI
0489 (6).jpg,real,127.12,55.34,0.2803,132.19,1605.41,12.07,REAL
0489 (7).jpg,real,102.17,73.53,0.2852,220.11,4327.47,19.80,REAL
0489 (8).jpg,real,121.82,54.47,0.2852,119.34,1951.18,13.44,REAL
0489 (9).jpg,real,144.52,70.43,0.2256,109.44,1270.23,11.25,REAL
0489.jpg,real,118.50,23.74,0.0713,58.09,969.09,9.66,REAL
0490 (10).jpg,real,128.19,69.38,0.2861,134.49,1585.83,11.89,REAL
0490 (2).jpg,real,109.91,65.66,0.2842,152.96,2974.63,15.98,REAL
0490 (3).jpg,real,140.63,24.21,0.1318,71.81,852.77,8.95,REAL
0490 (4).jpg,real,133.81,52.80,0.2500,137.05,2753.28,14.44,REAL
0490 (5).jpg,real,136.08,49.74,0.2520,146.35,2182.61,14.32,REAL
0490 (6).jpg,real,136.17,49.11,0.2695,148.82,2275.43,14.01,REAL
0490 (7).jpg,real,54.66,45.29,0.2070,99.32,1669.52,11.50,REAL
0490 (8).jpg,real,123.36,48.17,0.2178,101.64,1485.95,10.91,REAL
0490 (9).jpg,real,139.95,65.20,0.2119,144.43,1918.04,13.07,REAL
0490.jpg,real,155.33,82.39,0.1436,167.13,3055.96,16.79,REAL
0491 (10).jpg,real,163.43,68.28,0.2109,132.77,1694.83,13.08,REAL
